capability_id,domain,capability,benchmark_behavior,neural_critic_equivalent,status,verification_level,entry_points,owner_files,data_source,journey,evidence,known_limitations,dependencies,regression_risk,last_verified,milestone,notes
"NC-GS-098","Discovery, Related & Recirculation","Homepage curated collections","Curated franchise/genre/platform collections guide deeper browsing.","Homepage collection modules assemble approved recommendation series.","✅","V3","homepage, search, article sidebars/end matter, topic and game hubs","assets/curated-collections.js; assets/home-what-to-play.js","published article metadata; Game Graph identity; popularity signals","Open a story/discovery surface → ranked related links render → follow a canonical internal link → destination resolves.","E-SRC-REPO; E-AUDIT-PUBLIC; E-BROWSER-ARTICLE","None observed in demonstrated scope.","article metadata; canonical routes; relevance scoring","critical","2026-09-02","M1","Discovery Intelligence, Related Coverage, and Recirculation are protected systems."
"NC-GS-099","Discovery, Related & Recirculation","Topic-to-story linkage","Topic and entity hubs link bidirectionally with their stories.","Topic hubs list canonical stories and article identity links back to hubs/entities.","✅","V3","homepage, search, article sidebars/end matter, topic and game hubs","assets/topic-hub.js; assets/game-graph-identity.js","published article metadata; Game Graph identity; popularity signals","Open a story/discovery surface → ranked related links render → follow a canonical internal link → destination resolves.","E-SRC-REPO; E-AUDIT-PUBLIC; E-BROWSER-ARTICLE","None observed in demonstrated scope.","article metadata; canonical routes; relevance scoring","critical","2026-09-02","M1","Discovery Intelligence, Related Coverage, and Recirculation are protected systems."
"NC-GS-100","Discovery, Related & Recirculation","Broken internal reference protection","Generated discovery links resolve and no publication module emits dead internal routes.","Discovery/reference audits validate internal paths, canonical story slugs, and generated route sets.","✅","V2","homepage, search, article sidebars/end matter, topic and game hubs","scripts/audit_discovery_links.py; scripts/audit_overhaul_baseline.py","published article metadata; Game Graph identity; popularity signals","Open a story/discovery surface → ranked related links render → follow a canonical internal link → destination resolves.","E-AUDIT-PUBLIC; E-CANONICAL-STATIC","None observed in demonstrated scope.","article metadata; canonical routes; relevance scoring","critical","2026-09-02","M1","Discovery Intelligence, Related Coverage, and Recirculation are protected systems."
"NC-GS-101","Popularity & Personalization","Trending coverage","Readers can see stories gaining attention in a defined recent period.","Popularity Signals renders Trending from weighted view/activity windows.","✅","V3","homepage/category/article popularity modules; reader account panel","assets/popularity-signals.js; assets/home-feed.js; assets/entity-follows-v2.js","article popularity RPC/signals; published articles; reader follows/saves","Open discovery/account surface → popularity or reader-specific cards load → selecting a card opens canonical coverage.","E-SRC-REPO; E-BROWSER-PUBLIC","None observed in deterministic scope.","popularity RPC; analytics signals; reader session for personalization","critical","2026-09-02","M1","Popularity and personalization owners are preserved."
"NC-GS-102","Popularity & Personalization","Most Read coverage","Readers can see the publication's most-read stories.","Most Read uses popularity RPC output with fallback ranking.","✅","V3","homepage/category/article popularity modules; reader account panel","assets/popularity-signals.js; assets/home-feed.js; assets/entity-follows-v2.js","article popularity RPC/signals; published articles; reader follows/saves","Open discovery/account surface → popularity or reader-specific cards load → selecting a card opens canonical coverage.","E-SRC-REPO; E-BROWSER-PUBLIC","None observed in deterministic scope.","popularity RPC; analytics signals; reader session for personalization","critical","2026-09-02","M1","Popularity and personalization owners are preserved."
"NC-GS-103","Popularity & Personalization","Popularity time windows","Trending and most-read calculations use explicit bounded windows.","Popularity migration/runtime define period-aware score windows and query parameters.","✅","V2","homepage/category/article popularity modules; reader account panel","assets/popularity-signals.js; supabase/migrations/20260824_add_article_popularity_signals.sql; scripts/audit_popularity_v2.py","article popularity RPC/signals; published articles; reader follows/saves","Open discovery/account surface → popularity or reader-specific cards load → selecting a card opens canonical coverage.","E-SRC-REPO; E-AUDIT-PUBLIC","None observed in deterministic scope.","popularity RPC; analytics signals; reader session for personalization","critical","2026-09-02","M1","Popularity and personalization owners are preserved."
"NC-GS-104","Popularity & Personalization","Article view signal write","A legitimate article view contributes once to popularity metrics.","Popularity runtime calls the article view RPC for eligible story loads.","🟡","V2","homepage/category/article popularity modules; reader account panel","assets/popularity-signals.js; assets/analytics.js","article popularity RPC/signals; published articles; reader follows/saves","Open article → eligible view RPC succeeds → popularity source increments once → reload/session rules hold.","E-SRC-REPO; E-AUDIT-PUBLIC","Write path is source-audited but no live counter/source re-read was performed.","public RPC; session identity/dedupe; article slug","critical","2026-09-02","M1","Popularity and personalization owners are preserved."
"NC-GS-105","Popularity & Personalization","Session view deduplication","Reloads or repeated events do not inflate popularity counts.","Popularity Signals uses client/session guards around view recording.","🟡","V2","homepage/category/article popularity modules; reader account panel","assets/popularity-signals.js; scripts/audit_popularity_v2.py","article popularity RPC/signals; published articles; reader follows/saves","Load same story repeatedly in one session → source count changes according to dedupe contract only.","E-SRC-REPO; E-AUDIT-PUBLIC","Guard implementation is deterministic-audited; a live repeated-load source comparison was not run.","browser storage/session; popularity RPC","high","2026-09-02","M1","Popularity and personalization owners are preserved."
"NC-GS-106","Popularity & Personalization","Following feed","Signed-in readers receive a feed built from followed games/series/franchises.","Reader account extension joins entity follows to matching published articles.","🟡","V2","homepage/category/article popularity modules; reader account panel","assets/entity-follows-v2.js; assets/reader-account.js","reader_entity_follows plus published articles","Sign in → follow entities → open account → matching feed renders → reload retains identical server-backed state.","E-SRC-REPO; E-AUTH-BLOCKED; E-AUTH-FIXTURE-BLOCKED-M3","No approved reader fixture/follow rows were available for the server re-read/reload/cleanup protocol.","reader Auth; follow RLS; complete article entity metadata","high","2026-09-02","M3","Blocked rather than promoted from source; personalization owners are preserved."
"NC-GS-107","Popularity & Personalization","Followed-entity management cards","Readers can view and remove the entities they follow.","Account extension renders game/series/franchise follow cards and remove controls.","🟡","V2","homepage/category/article popularity modules; reader account panel","assets/entity-follows-v2.js","reader_entity_follows","Sign in → list follows → remove one → server re-read → reload reflects removal.","E-SRC-REPO; E-AUTH-BLOCKED; E-AUTH-FIXTURE-BLOCKED-M3","No approved authenticated list/remove/source re-read/reload/cleanup run was possible.","reader Auth; follow table/RLS","high","2026-09-02","M3","Blocked rather than promoted from source; personalization owners are preserved."
"NC-GS-108","Popularity & Personalization","Saved stories list","Signed-in readers can revisit all server-saved stories.","Reader account extension lists reader_saved_stories and resolves them to published article cards.","🟡","V2","homepage/category/article popularity modules; reader account panel","assets/saved-stories.js; assets/reader-account.js","reader_saved_stories plus published articles","Sign in → save story → account list includes it → reload/session resume preserves it → remove cleanup.","E-SRC-REPO; E-AUTH-BLOCKED","Implementation explicitly re-reads after writes, but no safe identity existed to verify server state/reload.","reader Auth; saved-story RLS; article fallback","high","2026-09-02","M1","Popularity and personalization owners are preserved."
"NC-GS-109","Popularity & Personalization","Recently viewed history","Readers can review a personal history of recently opened coverage.","No reader-facing recently viewed/history owner or data model was found.","❌","V1","none found in account, storage, analytics, data, or migrations","none found","none","Search account/personalization runtimes, storage keys, analytics, schema, and migrations → no history journey found.","E-NEG-HISTORY","Missing capability; analytics page views are not a reader-visible personal history.","No existing owner; future scope requires privacy/product approval.","low","2026-09-02","M1","Negative inventory only; no implementation authorized."
"NC-GS-110","Popularity & Personalization","Per-user recommendations beyond explicit follows","Personalized recommendations adapt to an individual reader beyond manual subscriptions.","No per-user recommendation model/feed beyond explicit saved/followed entities was found.","❌","V1","none found after discovery/account/data/migration search","none found","none","Search discovery, popularity, reader data, follows, saves, storage, and migrations → no implicit personalized ranking found.","E-NEG-PERSONALIZATION","Missing capability; contextual/global discovery is not per-user personalization.","No existing owner; future scope requires privacy/product decision.","low","2026-09-02","M1","Negative inventory only; no implementation authorized."
"NC-GS-111","Reader Auth, Profile & Saved","Signed-out reader state","Signed-out readers can browse publicly and receive a clear sign-in gate for account actions.","Header shows SIGN IN; public stories/threads render; gated Like/Reply opens the auth modal.","✅","V3","global SIGN IN/account modal; reader account panel; article Save","assets/reader-account.js; assets/reader-auth-v2.js; assets/community-profile.js","Supabase Auth; reader_profiles; reader-avatars Storage; reader_saved_stories","Use a dedicated test reader → complete real auth/profile action → server re-read → reload/session resume → cleanup.","E-BROWSER-PUBLIC; E-BROWSER-SIGNED-OUT","No non-personal reader credential was available for an authenticated persistence run.","Supabase Auth configuration; profile/storage RLS; safe test identity","critical","2026-09-02","M1","Structural evidence is not promoted to persistence proof."
"NC-GS-112","Reader Auth, Profile & Saved","Reader account creation","A reader can create an account and receive a valid profile/session.","Auth V2 signup collects display name/email/password and creates reader profile state.","🟡","V2","global SIGN IN/account modal; reader account panel; article Save","assets/reader-auth-v2.js; assets/community-core.js","Supabase Auth; reader_profiles; reader-avatars Storage; reader_saved_stories","Submit non-personal signup → auth user/profile exist → UI signed in → reload persists according to session contract.","E-SRC-REPO; E-AUTH-BLOCKED","Signup handler exists, but no synthetic identity/inbox was available for full creation and reload proof.","Supabase Auth configuration; profile/storage RLS; safe test identity","critical","2026-09-02","M1","Structural evidence is not promoted to persistence proof."
"NC-GS-113","Reader Auth, Profile & Saved","Email and password sign-in","An existing reader can sign in and reach authenticated account actions.","Auth V2 and community core call Supabase password sign-in and synchronize account state.","🟡","V3","global SIGN IN/account modal; reader account panel; article Save","assets/reader-account.js; assets/reader-auth-v2.js; assets/community-profile.js","Supabase Auth; reader_profiles; reader-avatars Storage; reader_saved_stories","Use a dedicated test reader → complete real auth/profile action → server re-read → reload/session resume → cleanup.","E-SRC-REPO; E-BROWSER-SIGNED-OUT; E-AUTH-BLOCKED","Real modal/gate is browser-verified, but no credentials were entered and no session was established.","Supabase Auth configuration; profile/storage RLS; safe test identity","critical","2026-09-02","M1","Structural evidence is not promoted to persistence proof."
"NC-GS-114","Reader Auth, Profile & Saved","OAuth sign-in","Configured social identity providers can complete a secure reader session.","Auth V2 discovers enabled Google/Apple/X/Discord providers and calls signInWithOAuth.","🟡","V2","global SIGN IN/account modal; reader account panel; article Save","assets/reader-auth-v2.js; assets/analytics-config.js","Supabase Auth; reader_profiles; reader-avatars Storage; reader_saved_stories","Select enabled provider through secure auth flow → callback returns → user/profile/session load → reload persists.","E-SRC-REPO; E-AUTH-BLOCKED","Provider discovery/code exists; no provider login/callback was attempted and enablement varies by project config.","Supabase external provider config; OAuth redirect; safe identity","high","2026-09-02","M1","Structural evidence is not promoted to persistence proof."
"NC-GS-115","Reader Auth, Profile & Saved","Password recovery and reset","A reader can request recovery and set a new password via a valid callback.","Auth V2 implements resetPasswordForEmail and updateUser password recovery states.","🟡","V2","global SIGN IN/account modal; reader account panel; article Save","assets/reader-auth-v2.js","Supabase Auth; reader_profiles; reader-avatars Storage; reader_saved_stories","Request reset for fixture → receive provider email/callback → set password → sign in → reload session.","E-SRC-REPO; E-AUTH-BLOCKED","No synthetic mailbox/provider callback was available.","Supabase email delivery; redirect allowlist; fixture identity","high","2026-09-02","M1","Structural evidence is not promoted to persistence proof."
"NC-GS-116","Reader Auth, Profile & Saved","Persistent reader session","An authenticated session survives navigation/reload and restores the same user state securely.","Supabase browser session and auth-state listeners hydrate community/account modules.","🟡","V2","global SIGN IN/account modal; reader account panel; article Save","assets/reader-auth-v2.js; assets/reader-account.js; assets/community-core.js","Supabase Auth; reader_profiles; reader-avatars Storage; reader_saved_stories","Sign in fixture → reload and navigate → same user/profile/actions restore → expired/sign-out state clears.","E-SRC-REPO; E-AUTH-BLOCKED","Session wiring is source-level only; no authenticated reload/resume proof.","Supabase Auth storage; consistent single client; profile read RLS","critical","2026-09-02","M1","Structural evidence is not promoted to persistence proof."
"NC-GS-117","Reader Auth, Profile & Saved","Reader profile editing","A reader can change public profile identity and retain it.","Account/profile modules update Auth metadata and reader_profiles display name.","🟡","V2","global SIGN IN/account modal; reader account panel; article Save","assets/reader-account.js; assets/community-profile.js","Supabase Auth; reader_profiles; reader-avatars Storage; reader_saved_stories","Sign in → edit display name → both writes succeed → source re-read → reload shows new name → cleanup.","E-SRC-REPO; E-AUTH-BLOCKED","No authenticated write/re-read/reload run was possible.","reader_profiles RLS; Auth updateUser; profile synchronization","high","2026-09-02","M1","Structural evidence is not promoted to persistence proof."
"NC-GS-118","Reader Auth, Profile & Saved","Reader avatar upload","A reader can upload a valid avatar and retain it across sessions.","Profile modules validate image type/size, upload to reader-avatars, and persist avatar_url.","🟡","V2","global SIGN IN/account modal; reader account panel; article Save","assets/reader-account.js; assets/community-profile.js","Supabase Auth; reader_profiles; reader-avatars Storage; reader_saved_stories","Upload disposable valid image → Storage object and profile URL succeed → reload renders avatar → remove test asset.","E-SRC-REPO; E-AUTH-BLOCKED","Storage/RLS journey and cleanup were not executed without a fixture user.","reader-avatars bucket/policies; reader_profiles RLS; disposable fixture asset","critical","2026-09-02","M1","Structural evidence is not promoted to persistence proof."
"NC-GS-119","Reader Auth, Profile & Saved","Reader sign out","A reader can end the session and all authenticated UI/state clear.","Account/auth modules call signOut and refresh shared community state.","🟡","V2","global SIGN IN/account modal; reader account panel; article Save","assets/reader-auth-v2.js; assets/reader-account.js; assets/community-core.js","Supabase Auth; reader_profiles; reader-avatars Storage; reader_saved_stories","Sign in fixture → sign out → auth session absent → reload remains signed out → gated actions request sign-in.","E-SRC-REPO; E-AUTH-BLOCKED","No authenticated starting session existed to prove sign-out and reload.","Supabase Auth; all module auth listeners","high","2026-09-02","M1","Structural evidence is not promoted to persistence proof."
"NC-GS-120","Reader Auth, Profile & Saved","Save story toggle","A signed-in reader can save/unsave a story with server-confirmed reload persistence.","saved-stories.js inserts/deletes reader_saved_stories and explicitly re-reads persisted state.","🟡","V3","global SIGN IN/account modal; reader account panel; article Save","assets/saved-stories.js; assets/article-extras.js","Supabase Auth; reader_profiles; reader-avatars Storage; reader_saved_stories","Sign in → toggle Save → confirmed write/re-read → count/state update → reload retains → unsave cleanup.","E-SRC-REPO; E-BROWSER-ARTICLE; E-AUTH-BLOCKED; E-INTERACTION-M3; E-AUTH-FIXTURE-BLOCKED-M3","Exact-branch signed-out Save reached the real auth gate, but no safe identity was available for write/source re-read/reload/cleanup V4 proof.","reader Auth; reader_saved_stories RLS; canonical slug","critical","2026-09-02","M3","Signed-out behavior is browser-proven; structural evidence is not promoted to persistence proof."
"NC-GS-121","Community & Sharing","Public Reader Thread rendering","Public comments and nested replies render for signed-out readers.","Community stable/recovery modules query and render live article_comments threads.","✅","V3","article Reader Thread and reaction/share rails","assets/community-stable.js; assets/community-core.js; assets/community-actions-v2.js","public article_comments read plus profiles","Open Reader Thread → perform action with correct auth state → server re-read → reload/permalink confirms result.","E-SRC-REPO; E-BROWSER-THREAD","One representative live thread rendered; all pagination/depth cases were not exhaustively tested.","community tables/RLS; reader session for writes; canonical story slug","critical","2026-09-02","M1","Community is a protected layered system; do not duplicate handlers."
"NC-GS-122","Community & Sharing","Post comment","A signed-in reader can post a comment that persists after reload.","Community form inserts article_comments with article/user identity and refreshes the thread.","🟡","V2","article Reader Thread and reaction/share rails","assets/community-stable.js; assets/community-core.js; assets/community-actions-v2.js","article_comments; article_reactions; comment_reactions; comment_reports; Supabase Auth","Sign in → post disposable comment → write and source re-read succeed → reload retains → cleanup.","E-SRC-REPO; E-AUTH-BLOCKED","No fixture identity; no write/reload/cleanup proof.","community tables/RLS; reader session for writes; canonical story slug","critical","2026-09-02","M1","Community is a protected layered system; do not duplicate handlers."
"NC-GS-123","Community & Sharing","Edit own comment","A reader can edit only their comment and retain the revision.","Community runtime exposes owner edit handling against article_comments.","🟡","V2","article Reader Thread and reaction/share rails","assets/community-stable.js; assets/community-standard.js","article_comments; article_reactions; comment_reactions; comment_reports; Supabase Auth","Create fixture comment → edit as owner → source/reload reflect revision → other reader is rejected.","E-SRC-REPO; E-AUTH-BLOCKED","Owner and negative RLS paths were not exercised.","community tables/RLS; reader session for writes; canonical story slug","critical","2026-09-02","M1","Community is a protected layered system; do not duplicate handlers."
"NC-GS-124","Community & Sharing","Delete own comment","A reader can delete only their comment and the removal persists.","Community owner controls delete article_comments and refresh the thread.","🟡","V2","article Reader Thread and reaction/share rails","assets/community-stable.js; assets/community-standard.js","article_comments; article_reactions; comment_reactions; comment_reports; Supabase Auth","Create fixture comment → delete as owner → source/reload show absence → other reader is rejected.","E-SRC-REPO; E-AUTH-BLOCKED","Owner deletion, reload, and unauthorized rejection were not exercised.","community tables/RLS; reader session for writes; canonical story slug","critical","2026-09-02","M1","Community is a protected layered system; do not duplicate handlers."
"NC-GS-125","Community & Sharing","Reply to comment","A signed-in reader can post a nested reply that persists and links to its parent.","Actions V2 inserts article_comments with parent_comment_id and recovers the thread.","🟡","V3","article Reader Thread and reaction/share rails","assets/community-actions-v2.js; assets/community-thread-recovery.js","article_comments; article_reactions; comment_reactions; comment_reports; Supabase Auth","Select Reply → auth if needed → post fixture reply → parent/source/reload agree → cleanup.","E-SRC-REPO; E-BROWSER-THREAD; E-AUTH-BLOCKED; E-INTERACTION-M3; E-AUTH-FIXTURE-BLOCKED-M3","Exact-branch nested Reply reached the signed-out gate, but no authenticated parent insert/source re-read/reload/cleanup was safe.","community tables/RLS; reader session for writes; canonical story slug","critical","2026-09-02","M3","Nested controls were targeted in-browser; no write claim was inferred."
"NC-GS-126","Community & Sharing","Comment Like and Dislike","A reader can express one exclusive reaction per comment and retain it.","Actions V2 reads/inserts/deletes comment_reactions for like/dislike and refreshes counts.","🟡","V3","article Reader Thread and reaction/share rails","assets/community-actions-v2.js","article_comments; article_reactions; comment_reactions; comment_reports; Supabase Auth","Sign in → Like → source/count/reload agree → switch to Dislike → exclusivity/source/reload agree → cleanup.","E-SRC-REPO; E-BROWSER-THREAD; E-AUTH-BLOCKED; E-INTERACTION-M3; E-AUTH-FIXTURE-BLOCKED-M3","Exact-branch comment Like and Dislike reached the signed-out gate; no authenticated reaction write, exclusivity, source re-read, reload, or cleanup proof.","community tables/RLS; reader session for writes; canonical story slug","critical","2026-09-02","M3","Both controls were targeted in-browser; no write claim was inferred."
"NC-GS-127","Community & Sharing","Article Like","A signed-in reader can Like a story and retain the state/count.","Community core maps the article Like control to article_reactions reaction_type=like.","🟡","V3","article Reader Thread and reaction/share rails","assets/community-core.js; assets/article-extras.js","article_comments; article_reactions; comment_reactions; comment_reports; Supabase Auth","Sign in → Like article → confirmed source/count update → reload retains → unlike cleanup.","E-SRC-REPO; E-BROWSER-SIGNED-OUT; E-AUTH-BLOCKED; E-INTERACTION-M3; E-AUTH-FIXTURE-BLOCKED-M3","Exact-branch signed-out gate works; authenticated write/count/source re-read/reload/cleanup was not verified.","community tables/RLS; reader session for writes; canonical story slug","critical","2026-09-02","M3","Community is protected; signed-out browser evidence does not establish persistence."
"NC-GS-128","Community & Sharing","Article Dislike","A signed-in reader can Dislike a story with exclusive persisted state.","No article-level Dislike control or owner was found; comment Dislike is separate.","❌","V1","none found in article rails or runtime handlers","none found","none for article dislike","Search article controls, reaction handlers, schema calls, migrations, and audits → only article Like and comment dislike found.","E-NEG-ARTICLE-DISLIKE","Missing article-level capability.","No existing owner; future scope requires product approval and community/RLS design.","low","2026-09-02","M1","Negative inventory only; do not add in Milestone 1."
"NC-GS-129","Community & Sharing","Copy comment permalink","A comment exposes a stable deep link that can be copied and resolved.","Actions V2 builds the clean story URL with comment hash and writes it to clipboard.","✅","V3","article Reader Thread and reaction/share rails","assets/community-actions-v2.js; assets/article-deep-link.js","article_comments; article_reactions; comment_reactions; comment_reports; Supabase Auth","Open Reader Thread → perform action with correct auth state → server re-read → reload/permalink confirms result.","E-BROWSER-THREAD; E-INTERACTION-M3","Exact-branch clipboard output matched the clean story comment permalink; this public action requires no server write.","community tables/RLS; reader session for writes; canonical story slug","critical","2026-09-02","M3","Community is protected; exact browser copy evidence adds no persistence claim."
"NC-GS-130","Community & Sharing","Article share and copy","Readers can share/copy the canonical story URL.","Article share control copies the clean /stories/<slug>/ URL independent of runtime compatibility state.","✅","V3","article Reader Thread and reaction/share rails","assets/article-extras.js; assets/story-router.js","article_comments; article_reactions; comment_reactions; comment_reports; Supabase Auth","Open Reader Thread → perform action with correct auth state → server re-read → reload/permalink confirms result.","E-BROWSER-ARTICLE; E-CANONICAL-BROWSER; E-CANONICAL-BROWSER-M3; E-INTERACTION-M3","Exact-branch legacy runtime copied the clean story URL after asynchronous settlement.","community tables/RLS; reader session for writes; canonical story slug","critical","2026-09-02","M3","Community is protected; exact browser copy evidence adds no server-persistence claim."
"NC-GS-131","Newsletter","Homepage newsletter signup surface","The homepage provides an accessible email acquisition form.","The Weekly Drop form is rendered and wired to the shared acquisition client.","🟡","V3","homepage/category/article signup forms; subscribers.html","index.html; assets/newsletter.js","newsletter_subscribers; newsletter admin Edge Function; delivery provider","Submit a synthetic subscriber → capture/source attribution succeeds → admin/provider state agrees → reload/unsubscribe cleanup.","E-SRC-REPO; E-BROWSER-PUBLIC; E-PROVIDER-BLOCKED","Surface rendered; a real synthetic submission and persisted capture were not performed.","public-actions Edge Function; subscriber table/RLS; admin auth; delivery provider","critical","2026-09-02","M1","Newsletter acquisition/delivery are protected from evidence-only changes."
"NC-GS-132","Newsletter","Category newsletter signup surface","Category pages provide context-appropriate newsletter acquisition.","Category Weekly Drop form supplies a category source to newsletter.js.","🟡","V3","homepage/category/article signup forms; subscribers.html","category.html; assets/newsletter.js","newsletter_subscribers; newsletter admin Edge Function; delivery provider","Submit a synthetic subscriber → capture/source attribution succeeds → admin/provider state agrees → reload/unsubscribe cleanup.","E-SRC-REPO; E-BROWSER-PUBLIC; E-PROVIDER-BLOCKED","Surface rendered; submit/reload state is unverified.","public-actions Edge Function; subscriber table/RLS; admin auth; delivery provider","critical","2026-09-02","M1","Newsletter acquisition/delivery are protected from evidence-only changes."
"NC-GS-133","Newsletter","Article newsletter signup surface","Article pages offer newsletter acquisition without breaking the reading journey.","Article/sidebar newsletter forms are observed and tracked by shared newsletter/analytics modules.","🟡","V2","homepage/category/article signup forms; subscribers.html","article.html; assets/newsletter.js; assets/analytics.js","newsletter_subscribers; newsletter admin Edge Function; delivery provider","Submit a synthetic subscriber → capture/source attribution succeeds → admin/provider state agrees → reload/unsubscribe cleanup.","E-SRC-REPO; E-PROVIDER-BLOCKED","Source wiring exists; this browser pass did not submit an article form.","public-actions Edge Function; subscriber table/RLS; admin auth; delivery provider","critical","2026-09-02","M1","Newsletter acquisition/delivery are protected from evidence-only changes."
"NC-GS-134","Newsletter","Public newsletter capture API","A valid email submission reaches a protected server endpoint and records a subscription.","public-actions Edge Function validates and upserts newsletter_subscribers.","🟡","V2","homepage/category/article signup forms; subscribers.html","supabase/functions/public-actions/index.ts; assets/newsletter.js","newsletter_subscribers; newsletter admin Edge Function; delivery provider","Submit a synthetic subscriber → capture/source attribution succeeds → admin/provider state agrees → reload/unsubscribe cleanup.","E-SRC-REPO; E-PROVIDER-BLOCKED","Server path is source-audited; no synthetic write/source re-read was authorized.","public-actions Edge Function; subscriber table/RLS; admin auth; delivery provider","critical","2026-09-02","M1","Newsletter acquisition/delivery are protected from evidence-only changes."
"NC-GS-135","Newsletter","Newsletter source attribution","Subscriber records preserve the acquisition surface/campaign source.","Forms send dataset source values stored with newsletter_subscribers.","✅","V2","homepage/category/article signup forms; subscribers.html","assets/newsletter.js; supabase/functions/public-actions/index.ts; scripts/audit_newsletter_acquisition.py","newsletter_subscribers; newsletter admin Edge Function; delivery provider","Submit a synthetic subscriber → capture/source attribution succeeds → admin/provider state agrees → reload/unsubscribe cleanup.","E-SRC-REPO; E-AUDIT-PUBLIC","Deterministic contract is complete; live provider propagation is separate.","public-actions Edge Function; subscriber table/RLS; admin auth; delivery provider","critical","2026-09-02","M1","Newsletter acquisition/delivery are protected from evidence-only changes."
"NC-GS-136","Newsletter","Newsletter privacy disclosure","Signup explains consent/privacy and links to policy.","Signup and privacy surfaces disclose handling and link publication privacy terms.","✅","V2","homepage/category/article signup forms; subscribers.html","privacy.html; index.html; category.html; assets/newsletter.js","newsletter_subscribers; newsletter admin Edge Function; delivery provider","Submit a synthetic subscriber → capture/source attribution succeeds → admin/provider state agrees → reload/unsubscribe cleanup.","E-SRC-REPO; E-AUDIT-PUBLIC","No synthetic subscriber/provider/admin identity was available for an end-to-end delivery journey.","public-actions Edge Function; subscriber table/RLS; admin auth; delivery provider","critical","2026-09-02","M1","Newsletter acquisition/delivery are protected from evidence-only changes."
"NC-GS-137","Newsletter","Re-subscribe and duplicate handling","Existing/unsubscribed addresses receive deterministic idempotent handling.","Public acquisition function upserts/re-activates normalized subscribers.","🟡","V2","homepage/category/article signup forms; subscribers.html","supabase/functions/public-actions/index.ts; scripts/audit_newsletter_acquisition.py","newsletter_subscribers; newsletter admin Edge Function; delivery provider","Submit a synthetic subscriber → capture/source attribution succeeds → admin/provider state agrees → reload/unsubscribe cleanup.","E-SRC-REPO; E-PROVIDER-BLOCKED","Logic is audited, but duplicate and re-subscribe writes were not run against a synthetic address.","public-actions Edge Function; subscriber table/RLS; admin auth; delivery provider","critical","2026-09-02","M1","Newsletter acquisition/delivery are protected from evidence-only changes."
"NC-GS-138","Newsletter","Subscriber Desk","Approved staff can inspect subscriber status/source without exposing it publicly.","subscribers.html and subscribers.js provide a private admin desk.","🟡","V3","homepage/category/article signup forms; subscribers.html","subscribers.html; assets/subscribers.js; supabase/functions/newsletter-admin/index.ts","newsletter_subscribers; newsletter admin Edge Function; delivery provider","Submit a synthetic subscriber → capture/source attribution succeeds → admin/provider state agrees → reload/unsubscribe cleanup.","E-SRC-REPO; E-BROWSER-PRIVATE; E-ADMIN-BLOCKED","Signed-out gate/noindex are verified; approved admin listing and mutations are not.","public-actions Edge Function; subscriber table/RLS; admin auth; delivery provider","critical","2026-09-02","M1","Newsletter acquisition/delivery are protected from evidence-only changes."
"NC-GS-139","Newsletter","Newsletter provider sync and unsubscribe propagation","Captured subscribers reach the delivery provider and unsubscribes reconcile both systems.","newsletter-admin Edge Function and Subscriber Desk expose delivery sync/status actions.","🟡","V2","homepage/category/article signup forms; subscribers.html","supabase/functions/newsletter-admin/index.ts; assets/subscribers.js; NEWSLETTER_DELIVERY.md","newsletter_subscribers; newsletter admin Edge Function; delivery provider","Submit a synthetic subscriber → capture/source attribution succeeds → admin/provider state agrees → reload/unsubscribe cleanup.","E-SRC-REPO; E-PROVIDER-BLOCKED","No provider credential/test list; delivery, failure, and unsubscribe propagation are unverified.","public-actions Edge Function; subscriber table/RLS; admin auth; delivery provider","critical","2026-09-02","M1","Newsletter acquisition/delivery are protected from evidence-only changes."
"NC-GS-140","Newsletter","Reader newsletter content preferences","Readers can choose news, deals, or combined newsletter content.","No newsletter-content preference selection/data owner was found.","❌","V1","none found in signup forms, subscriber schema references, Edge Functions, or desk","none found","none","Search newsletter forms, runtime, functions, docs, audits, and subscriber fields → no preference choice found.","E-NEG-NEWSLETTER-PREFERENCES","Missing preference capability; a single general subscription is not equivalent.","No existing owner; future scope needs product/provider/schema decision.","low","2026-09-02","M1","Negative inventory only; no implementation authorized."
"NC-GS-141","Commerce","Deals directory","Readers can browse current products and retailer offers in one destination.","deals.html loads active commerce products/offers with filtering and disclosures.","✅","V3","/deals.html; eligible article Where to Buy; homepage commerce modules","deals.html; assets/commerce.js; assets/commerce.css","commerce products, retailers, offers, price history, article-product mappings","Open commerce surface → active offer/freshness/disclosure renders → outbound destination is tracked safely.","E-SRC-REPO; E-BROWSER-PUBLIC","None observed in deterministic scope.","commerce tables/views; provider feed; active offers; analytics consent","critical","2026-09-02","M1","Commerce is a protected Milestone 0 system."
"NC-GS-142","Commerce","Commerce product catalog","Offers are attached to normalized product entities rather than hardcoded cards.","commerce_products stores normalized game/product/platform metadata.","✅","V2","/deals.html; eligible article Where to Buy; homepage commerce modules","supabase/migrations/20260830034500_commerce_price_intelligence_v1.sql; assets/commerce.js","commerce products, retailers, offers, price history, article-product mappings","Open commerce surface → active offer/freshness/disclosure renders → outbound destination is tracked safely.","E-SRC-REPO; E-AUDIT-PUBLIC","None observed in deterministic scope.","commerce tables/views; provider feed; active offers; analytics consent","critical","2026-09-02","M1","Commerce is a protected Milestone 0 system."
